MotoristaID,Nome,NumeroCarteira,DataContratacao,CategoriaCarteira,Status
4065,Dra. Allana Melo,8258563389,2023-11-21,B,Ativo
4066,João Vitor Cavalcanti,6197395253,2022-01-30,E,Ativo
4067,Dra. Helena Leão,0365765509,2021-08-02,A,Suspenso
4068,Breno Sales,4889471022,2022-11-04,E,Suspenso
4069,Yan da Luz,3415092359,2022-08-06,B,Ativo
4070,Arthur da Cruz,7842644220,2022-05-22,B,Inativo
4071,Sr. Henry Cassiano,7925178800,2022-11-18,E,Ativo
4072,Emanuel Costa,8040797627,2022-04-17,B,Suspenso
4073,Luara Oliveira,3500264167,2023-02-12,A,Inativo
4074,Stella Cavalcanti,5094429486,2023-06-03,A,Ativo
4075,Ana Julia Dias,9750215727,2022-11-24,B,Suspenso
4076,Zoe Cirino,5533716278,2023-01-10,E,Inativo
4077,Guilherme Cassiano,8637208899,2023-05-02,A,Inativo
4078,Bárbara Montenegro,7160786988,2021-11-16,D,Suspenso
4079,Yuri Campos,5283365520,2024-02-02,D,Ativo
4080,Ana Liz Albuquerque,7487147610,2023-06-03,C,Suspenso
4081,Zoe Cirino,2757360847,2023-03-18,A,Suspenso
4082,Dra. Ana Carolina Sá,2846666482,2022-12-21,C,Inativo
4083,Valentim Barros,6834785374,2023-05-28,D,Suspenso
4084,Joaquim Porto,0847937834,2023-01-21,D,Ativo
4085,Rebeca Casa Grande,6951533895,2022-07-25,D,Suspenso
4086,Maysa Fernandes,0968267742,2021-12-08,A,Suspenso
4087,Yan Peixoto,4251935020,2022-08-08,B,Suspenso
4088,Ana Luiza Rezende,4003304243,2022-09-22,C,Ativo
4089,Sr. Murilo Garcia,2108988398,2022-11-08,D,Suspenso
4090,Alana Cirino,3431703958,2023-07-01,D,Inativo
4091,Alexandre Freitas,9698170552,2022-01-11,B,Inativo
4092,Stephany Rezende,6751659687,2022-04-25,B,Ativo
4093,Joana Farias,8320310608,2023-07-25,D,Ativo
4094,Theodoro da Rocha,4478843199,2024-03-06,B,Inativo
4095,Enzo Duarte,7148315968,2023-10-23,A,Inativo
4096,Gael Vieira,6383236551,2021-06-27,D,Ativo
4097,Maria Helena Nascimento,7949188861,2023-06-10,E,Suspenso
4098,Beatriz Nascimento,7059030054,2023-01-18,A,Ativo
4099,Luísa Cassiano,4860428055,2021-10-10,A,Ativo
4100,Henrique Machado,4026736131,2023-01-05,C,Ativo
4101,Nicolas Pinto,3609472826,2023-11-14,E,Inativo
4102,Arthur Miguel Pastor,2606473763,2022-10-02,A,Suspenso
4103,Ana Sophia Silva,1490689444,2021-09-16,B,Inativo
4104,Sr. Liam Montenegro,8939979360,2023-06-22,B,Ativo
4105,Maria Clara Fernandes,7495273071,2024-04-20,C,Inativo
4106,Ravi Lucca Sá,8398317370,2023-08-30,D,Suspenso
4107,Srta. Olivia Moraes,4140464402,2022-04-16,A,Inativo
4108,Matteo Pinto,5879132843,2021-07-27,D,Suspenso
4109,Olívia Ferreira,8332199678,2023-03-23,C,Inativo
4110,Isabelly Barros,5690951702,2022-08-27,A,Ativo
4111,Maria Helena Moreira,3456904209,2021-12-11,B,Suspenso
4112,Ana Carolina Oliveira,9701201021,2022-11-13,B,Inativo
4113,Dr. Carlos Eduardo Caldeira,8589181631,2022-03-12,C,Inativo
4114,Emanuelly Duarte,3031437071,2022-03-11,C,Ativo
4115,Maria Eduarda Sá,8967845823,2022-06-15,D,Inativo
4116,Rebeca Mendonça,6644724182,2022-12-25,C,Ativo
4117,Emilly Araújo,0208047688,2022-05-11,D,Suspenso
4118,Hellena Moura,2040543337,2022-01-01,C,Ativo
4119,Clarice Ferreira,2534887818,2021-08-20,A,Suspenso
4120,Helena Teixeira,9785183595,2023-03-17,A,Ativo
4121,Dra. Rafaela Novaes,8650512329,2023-07-02,A,Inativo
4122,Enzo Gabriel Vargas,8833514178,2024-02-09,A,Suspenso
4123,Sr. Gabriel Pinto,6136051541,2023-08-23,C,Suspenso
4124,Sr. Noah Correia,7141083971,2023-11-15,E,Inativo
4125,Heloisa Pires,0498689916,2023-05-18,B,Suspenso
4126,Caroline Oliveira,4546076558,2021-12-04,A,Ativo
4127,Sophie Costela,4712363387,2021-11-12,B,Suspenso
4128,Allana Câmara,9639149034,2023-05-09,E,Ativo
4129,João Guilherme Cardoso,9764512350,2021-09-07,C,Inativo
4130,Luiz Henrique Camargo,9248699620,2022-03-24,E,Inativo
4131,Manuela Moraes,3950418354,2022-09-11,E,Suspenso
4132,Gustavo Martins,3124137481,2023-11-30,D,Suspenso
4133,Yan Oliveira,0778018863,2021-06-16,C,Suspenso
4134,Mathias Costela,5401043700,2024-03-02,E,Ativo
4135,Gabriela Cardoso,2639050767,2021-07-11,E,Ativo
4136,Joaquim Gonçalves,9506868645,2021-09-21,C,Inativo
4137,Marcela Fonseca,4415542840,2023-02-24,A,Inativo
4138,Isaac Costela,3213743354,2024-03-17,E,Suspenso
4139,Agatha Cavalcanti,5308413000,2022-06-24,E,Suspenso
4140,Sr. Breno Siqueira,0696416069,2023-11-08,E,Inativo
4141,Apollo da Costa,6060102467,2024-04-02,E,Suspenso
4142,Dr. Breno Guerra,0236586593,2024-03-23,A,Ativo
4143,Heitor Mendonça,6368375594,2022-09-13,E,Ativo
4144,Luan Costa,3013429089,2024-02-05,A,Inativo
4145,João Porto,7854674497,2022-08-09,D,Ativo
4146,Olívia Vieira,8684098306,2021-10-04,D,Ativo
4147,Benício Costa,3185487204,2022-06-29,D,Ativo
4148,Sr. Pedro Miguel Monteiro,5355354500,2023-04-27,C,Inativo
4149,Enzo da Cunha,4702566046,2023-09-15,A,Inativo
4150,Isabelly Ribeiro,7475242655,2022-06-11,B,Suspenso
4151,Marina Rezende,2520498776,2023-10-10,B,Ativo
4152,Sara Costela,1125717180,2023-11-09,A,Inativo
4153,Apollo Albuquerque,5958186579,2023-06-19,E,Suspenso
4154,Alice Moura,5040803346,2022-07-02,B,Suspenso
4155,Heitor da Rosa,3536894826,2021-12-07,C,Suspenso
4156,Dr. Liam da Rocha,8150522620,2024-01-11,A,Inativo
4157,Pedro Lucas Lima,7535698765,2024-03-04,A,Suspenso
4158,Maria Laura Sampaio,9207219616,2024-05-02,B,Inativo
4159,Eduarda Pereira,6742424498,2023-01-18,E,Inativo
4160,Maria Isis Ferreira,7449577996,2022-03-19,B,Suspenso
4161,Ana Dias,2290233807,2021-08-18,A,Suspenso
4162,Clara Borges,7970830505,2022-11-20,C,Ativo
4163,Dra. Maria Helena Pacheco,4891040443,2022-02-04,A,Ativo
4164,Luiz Fernando Cassiano,6117253519,2021-11-02,E,Ativo
4165,Emanuel Duarte,8577694648,2023-09-26,E,Suspenso
4166,Maria Luísa Siqueira,6146170944,2024-02-10,C,Ativo
4167,Theodoro da Cruz,7760868928,2023-08-01,B,Inativo
4168,Rafael Araújo,8130542987,2022-12-19,D,Ativo
4169,Sr. Davi Luiz Cirino,0860600122,2022-05-05,C,Suspenso
4170,Amanda Pires,7479439762,2023-09-05,A,Ativo
4171,Davi Miguel Cavalcanti,6827137785,2024-04-24,D,Suspenso
4172,Francisco Porto,1375514823,2023-07-21,E,Suspenso
4173,Sra. Maria Isis Correia,9128188020,2022-07-05,E,Suspenso
4174,Marcela Caldeira,9977184938,2021-06-30,C,Suspenso
4175,Joana Pacheco,7329557303,2022-07-29,B,Inativo
4176,Sr. Yago Pires,6622369010,2023-02-24,A,Ativo
4177,Mariana Martins,9511764263,2022-09-13,E,Inativo
4178,Isabela Dias,5887491807,2022-08-02,D,Inativo
4179,Emilly Brito,2766023942,2024-02-24,A,Suspenso
4180,Mariah Andrade,9392562149,2021-07-05,E,Ativo
4181,Daniela Moraes,7868081858,2023-10-07,C,Suspenso
4182,Asafe Novais,3592944603,2024-01-03,D,Inativo
4183,Dr. José Miguel Marques,2968500489,2021-08-29,A,Suspenso
4184,Apollo Fonseca,2201035169,2022-12-02,C,Suspenso
4185,Sabrina Gomes,1849729167,2022-06-26,E,Ativo
4186,Maria Alice Vargas,9019674884,2021-10-28,C,Suspenso
4187,Calebe Nunes,4101276377,2022-09-05,E,Suspenso
4188,Srta. Maria Júlia Caldeira,7675356545,2024-01-24,C,Suspenso
4189,Sr. Caio Duarte,1405717250,2023-11-19,C,Inativo
4190,Raul Sá,5661045870,2023-07-26,C,Inativo
4191,Heloísa Campos,6991782389,2021-12-04,E,Suspenso
4192,Caleb Moraes,7671425669,2021-07-04,B,Inativo
4193,Luísa Camargo,4733949649,2021-09-16,E,Ativo
4194,Nathan Castro,8178504565,2024-01-12,B,Suspenso
4195,Srta. Sara Montenegro,9685473918,2022-12-07,D,Suspenso
4196,Emilly Vargas,5125057622,2022-07-07,C,Suspenso
4197,Lara Montenegro,6130179039,2023-06-13,C,Ativo
4198,Sophia Novais,0166651310,2021-08-03,C,Ativo
4199,Dra. Olivia Gonçalves,6375996959,2021-12-23,E,Suspenso
4200,Kaique Montenegro,3736277585,2022-12-05,C,Inativo
4201,Maria Julia Costa,0368080719,2024-05-24,D,Ativo
4202,Nathan Peixoto,2423331218,2022-05-26,D,Suspenso
4203,Dr. Noah Vargas,8562424605,2023-11-03,C,Suspenso
4204,Ana Clara Novais,4014100594,2023-12-05,B,Suspenso
4205,Guilherme Montenegro,2239356706,2021-09-23,D,Inativo
4206,Ana Sophia Rios,5780480146,2021-11-05,A,Ativo
4207,Maria Vitória Lopes,4405234229,2023-06-21,C,Suspenso
4208,Emanuel Melo,1130561330,2022-03-17,A,Inativo
4209,João Lucas Pastor,7838450676,2022-04-22,B,Inativo
4210,Juan Jesus,4269912738,2023-08-14,C,Inativo
4211,Thomas Cavalcanti,1698411775,2022-10-02,A,Ativo
4212,Breno Duarte,0351782494,2022-07-18,C,Ativo
4213,Otto Vieira,0388477992,2022-04-23,B,Suspenso
4214,Davi Mendes,2591841301,2021-08-11,B,Suspenso
4215,Antony Fogaça,1133583306,2021-07-10,B,Suspenso
4216,Daniela da Cruz,9692604800,2021-09-12,D,Inativo
4217,Luana da Luz,4002186208,2023-12-13,D,Suspenso
4218,Sra. Manuela Moraes,2195091264,2022-09-16,E,Ativo
4219,Levi Santos,1122326852,2024-02-05,A,Inativo
4220,Natália Nascimento,3347009164,2023-09-07,D,Ativo
4221,Maya Duarte,2591601564,2021-12-21,C,Suspenso
4222,Enrico Camargo,3974410663,2022-11-04,C,Suspenso
4223,Sr. Pedro Miguel Montenegro,9615526907,2022-11-15,A,Ativo
4224,Dr. Joaquim Azevedo,0909101784,2023-01-03,B,Suspenso
4225,Eduarda Rios,6852134162,2022-09-20,D,Ativo
4226,Rhavi Pinto,1929096193,2022-03-07,A,Ativo
4227,Mariana Borges,4087343544,2022-07-01,C,Inativo
4228,Marcela da Mata,4798362835,2023-10-14,E,Suspenso
4229,Daniela Costela,0517478113,2021-08-11,E,Suspenso
4230,Carlos Eduardo Vargas,3477141653,2022-09-19,D,Suspenso
4231,Brayan Campos,5458644926,2022-09-25,E,Inativo
4232,Lorena Ramos,4202613386,2023-06-22,C,Ativo
4233,Luiz Fernando Sampaio,1480452482,2022-01-28,D,Ativo
4234,Isadora Sousa,5428098440,2024-03-14,A,Ativo
4235,Arthur Mendonça,9879078111,2021-07-20,A,Ativo
4236,Arthur Miguel Cavalcante,9738975769,2022-10-05,C,Suspenso
4237,Stella Castro,6151502038,2021-09-13,D,Inativo
4238,Juan Novaes,3349109730,2022-06-28,E,Ativo
4239,Luiz Miguel Rodrigues,3402153550,2024-02-13,A,Suspenso
4240,Alexandre da Rosa,3360522273,2023-12-27,A,Ativo
4241,Sra. Ana Luiza Lopes,0222295096,2022-07-08,E,Suspenso
4242,Jade da Mota,9333689367,2023-06-13,E,Suspenso
4243,Ana Júlia Moura,5713685392,2024-03-30,A,Inativo
4244,Sr. Ravy Dias,7413782723,2021-08-16,D,Ativo
4245,Bruna Camargo,1422356147,2022-09-25,C,Suspenso
4246,Dra. Bella Aparecida,4874142830,2023-05-02,E,Inativo
4247,Nicole Teixeira,9744856559,2023-11-12,A,Ativo
4248,Maitê Oliveira,0082549841,2023-02-02,C,Inativo
4249,Luan Teixeira,1025348646,2024-02-26,B,Inativo
4250,José Sá,0036300857,2023-12-06,D,Ativo
4251,Pedro Lucas das Neves,4883666130,2023-03-06,C,Ativo
4252,Eduarda Moreira,5954031783,2021-07-06,E,Suspenso
4253,Hellena Campos,7929442460,2022-02-04,E,Suspenso
4254,Aylla Siqueira,1626925667,2022-06-11,E,Inativo
4255,Sr. Samuel Casa Grande,9926473948,2023-09-11,D,Suspenso
4256,Josué da Conceição,6883223856,2021-11-14,A,Ativo
4257,Nathan Pires,4746087090,2022-02-28,C,Inativo
4258,Luna Silveira,5647533181,2024-05-20,E,Inativo
4259,Dra. Isabel da Luz,1575259984,2022-08-05,E,Suspenso
4260,Josué Costela,5205230520,2021-08-09,B,Inativo
4261,Henry da Cruz,8930321566,2021-07-29,C,Suspenso
4262,Giovanna da Costa,2536940392,2022-01-01,A,Suspenso
4263,Breno da Costa,1200798304,2023-01-09,B,Inativo
4264,Ana Siqueira,2256576227,2023-06-13,C,Ativo
4265,Sr. Benício Barbosa,2243947665,2022-11-21,C,Suspenso
4266,Sr. Bruno Barros,4518784580,2023-03-06,A,Ativo
4267,Srta. Emilly da Rocha,8458647173,2021-09-13,E,Suspenso
4268,Beatriz Rocha,4973188099,2023-08-06,A,Inativo
4269,Erick Teixeira,7968383501,2021-08-25,C,Inativo
4270,Catarina Abreu,6065775410,2024-04-25,C,Inativo
4271,Gabriela Aragão,6282495794,2024-01-01,D,Inativo
4272,Lavínia Dias,3507129589,2022-03-18,C,Suspenso
4273,Vicente Sá,6224259495,2023-09-15,C,Inativo
4274,Sr. Luiz Gustavo da Rosa,0033008180,2022-11-16,C,Suspenso
4275,Henrique Alves,5045228077,2022-12-01,C,Ativo
4276,Rael Mendonça,1544916643,2023-07-07,D,Inativo
4277,Sr. João Rocha,8609695326,2023-07-31,A,Ativo
4278,Davi Luiz Novais,3321115343,2022-09-02,E,Ativo
4279,Aylla Garcia,9029917843,2021-10-10,D,Ativo
4280,Maria Vitória Oliveira,1200552477,2022-11-25,E,Ativo
4281,Sra. Hellena Araújo,2995852927,2023-08-13,A,Suspenso
4282,Manuella da Conceição,0045404404,2021-06-11,D,Suspenso
4283,Arthur da Rocha,5129596712,2022-07-08,B,Ativo
4284,Josué Silveira,6608134249,2022-08-09,B,Suspenso
4285,Sr. Bruno da Conceição,2467096810,2023-12-19,A,Ativo
4286,Ana Siqueira,1707594777,2023-10-22,B,Ativo
4287,Alice Gonçalves,0790527153,2023-11-05,A,Suspenso
4288,Clara da Mota,7181164033,2022-09-23,C,Inativo
4289,Ana Cecília Gomes,1986118224,2023-06-05,E,Inativo
4290,Dra. Anna Liz Guerra,4634380467,2022-04-27,C,Ativo
4291,Milena Aparecida,2654051459,2024-05-27,B,Inativo
4292,Maria Flor Porto,2816370417,2022-12-14,B,Suspenso
4293,Vinicius Nunes,9756790147,2021-07-02,B,Inativo
4294,Henrique Duarte,9062130205,2024-04-27,D,Suspenso
4295,Ana Mendonça,7876570969,2023-07-01,B,Suspenso
4296,Gael Henrique Mendes,6961706568,2021-08-18,A,Ativo
4297,Juliana Gomes,8828544487,2022-11-01,E,Ativo
4298,Théo Rezende,4948781027,2022-01-12,A,Suspenso
4299,Stella Leão,7316689968,2022-07-21,E,Suspenso
4300,Pedro Lucas Carvalho,9993857730,2022-03-08,D,Ativo
4301,Isaac Almeida,3245942908,2023-03-17,A,Inativo
4302,Lara da Mota,5301495242,2023-05-01,C,Suspenso
4303,Luan Abreu,7471501110,2023-12-28,C,Suspenso
4304,Cecilia Cunha,5828310977,2021-07-29,D,Suspenso
4305,Maria Flor Porto,3710352968,2024-02-21,A,Ativo
4306,Henry Gabriel Oliveira,8155214033,2024-05-17,C,Inativo
4307,Isis Viana,3956133395,2021-11-29,D,Inativo
4308,Luara Lopes,9162089973,2022-01-30,D,Ativo
4309,Sr. Gabriel Rezende,1069215093,2021-12-15,B,Inativo
4310,Stella Fonseca,5147999138,2022-03-04,E,Inativo
4311,Pietra Martins,7157634191,2022-01-22,E,Inativo
4312,Maria Luísa Rocha,9277736556,2023-05-06,E,Ativo
4313,Theodoro Porto,6662492229,2023-10-20,A,Inativo
4314,Diogo Azevedo,0838034040,2022-03-30,C,Suspenso
4315,Vinicius Siqueira,4502114739,2023-12-26,A,Suspenso
4316,Henrique Moraes,9751578165,2021-06-20,D,Suspenso
4317,Ana Carolina Abreu,8414871495,2021-11-09,C,Inativo
4318,Maria Isis Dias,8859653920,2022-08-27,A,Inativo
4319,Kamilly Nascimento,8230097705,2022-12-18,D,Ativo
4320,Leonardo Peixoto,5179069920,2021-09-22,B,Suspenso
4321,Maria Alice da Cruz,9235682171,2023-04-29,D,Inativo
4322,Thomas Aragão,1837991507,2022-01-27,D,Inativo
4323,João Pedro Pimenta,5166657071,2023-04-08,B,Ativo
4324,Emanuel Borges,2218644301,2022-04-02,A,Inativo
4325,Ana Laura Ribeiro,1227670185,2023-05-09,B,Ativo
4326,Zoe Martins,2782979152,2023-12-01,E,Suspenso
4327,Lara Cardoso,4649231616,2023-08-11,A,Suspenso
4328,Maitê Gonçalves,2638257622,2023-07-16,A,Suspenso
4329,Milena Fernandes,4964461970,2022-11-22,B,Ativo
4330,Luara Barros,8852444668,2022-10-22,A,Ativo
4331,Elisa Câmara,3586530240,2024-03-04,D,Suspenso
4332,Otávio Borges,8782405471,2022-07-01,A,Inativo
4333,Nicole Fogaça,6712182950,2023-06-03,A,Suspenso
4334,Luiz Otávio Brito,1841158688,2024-03-15,D,Inativo
4335,Emanuelly Novais,9865177667,2021-12-04,A,Inativo
4336,Luiz Henrique Correia,9143293790,2023-05-03,C,Inativo
4337,Mariah da Paz,2916407093,2022-05-18,B,Ativo
4338,Srta. Sophia da Mota,5913637278,2023-08-12,A,Ativo
4339,Mateus Castro,5396724904,2024-02-24,B,Inativo
4340,Diogo Duarte,4341116022,2021-11-17,B,Inativo
4341,Yasmin Lopes,5715170176,2023-01-22,B,Inativo
4342,Gael Henrique Siqueira,9147319755,2023-05-23,D,Suspenso
4343,Eduardo Teixeira,9067740167,2023-12-09,D,Ativo
4344,Nathan Carvalho,2863721189,2023-11-13,B,Ativo
4345,Srta. Eduarda Macedo,7609977013,2024-04-23,B,Inativo
4346,Alice Guerra,5521542995,2021-10-12,C,Ativo
4347,Isabela Casa Grande,8146925498,2021-10-11,A,Inativo
4348,Sra. Evelyn da Paz,8284144087,2021-10-26,B,Suspenso
4349,Dr. Erick Silveira,8937970627,2022-12-07,B,Ativo
4350,Srta. Ana Júlia Barbosa,2407417777,2022-10-22,E,Ativo
4351,Ana Liz Fernandes,7526986214,2023-09-02,A,Inativo
4352,Stephany Farias,3170696801,2023-07-14,B,Suspenso
4353,Srta. Jade Jesus,5105144271,2023-04-22,B,Suspenso
4354,Sabrina da Cunha,0800026542,2024-03-24,C,Inativo
4355,Dr. Ryan das Neves,8578061469,2024-03-10,D,Ativo
4356,Esther Machado,3019530565,2023-10-19,A,Suspenso
4357,Enzo Gabriel da Paz,0103328021,2022-05-25,E,Suspenso
4358,Eloá da Rosa,3776880240,2024-03-12,A,Inativo
4359,Manuella Andrade,1383000779,2023-05-21,E,Suspenso
4360,Rafael da Conceição,5864781127,2022-08-06,A,Ativo
4361,Ayla Rezende,8973753199,2023-06-02,D,Suspenso
4362,Milena Martins,4575807455,2022-03-15,C,Inativo
4363,Ian Sá,6176183822,2021-06-23,A,Suspenso
4364,Agatha Correia,0047391866,2024-06-04,E,Ativo
4365,Bento Alves,4216049626,2023-07-06,B,Suspenso
4366,Bryan da Cruz,2560323951,2022-05-24,C,Ativo
4367,Joana Aparecida,6219123106,2022-04-07,C,Suspenso
4368,Benjamin Aparecida,0062609963,2024-05-16,B,Ativo
4369,Bernardo Farias,8520034285,2024-01-26,B,Suspenso
4370,Bryan Viana,1731580948,2022-07-22,D,Ativo
4371,Stephany Fernandes,6015233863,2021-10-01,B,Suspenso
4372,Laura da Cruz,3126341209,2023-10-17,B,Suspenso
4373,Emanuella Machado,1734537184,2023-07-14,E,Ativo
4374,Noah Pinto,6766515966,2021-11-13,E,Suspenso
4375,Lorena Leão,2897044848,2023-04-26,E,Ativo
4376,Isadora da Mota,0880914521,2023-07-08,E,Suspenso
4377,Zoe Souza,4716983160,2021-11-02,D,Suspenso
4378,Lucas Andrade,7175521913,2023-07-24,D,Inativo
4379,Ayla Rezende,9908477510,2023-04-20,D,Ativo
4380,Sra. Ana Laura Andrade,2265802429,2024-04-30,E,Inativo
4381,Vicente Freitas,0557165287,2021-08-21,D,Inativo
4382,Enzo Vieira,7783011542,2024-03-22,D,Ativo
4383,Aylla Cunha,2030935771,2023-08-06,D,Suspenso
4384,Luna Costa,7415791755,2024-02-29,C,Inativo
4385,Matheus Ramos,8604617435,2022-03-17,D,Inativo
4386,Isabelly Brito,0786381558,2022-04-30,C,Inativo
4387,Davi Almeida,1534891469,2022-04-14,B,Ativo
4388,Sra. Jade Andrade,7112008891,2024-01-03,B,Suspenso
4389,Ana Sophia Nogueira,8285575029,2022-06-05,C,Ativo
4390,Sr. Pedro Miguel Peixoto,7128534479,2023-10-21,A,Ativo
4391,Erick Porto,9121633919,2023-03-08,A,Ativo
4392,Sra. Maria Liz Pereira,1613790435,2023-12-28,C,Inativo
4393,Srta. Isabel Aparecida,5269645752,2024-04-21,E,Inativo
4394,Eloah Rodrigues,4191881518,2023-10-23,B,Inativo
4395,Lucas Gabriel Siqueira,5446049661,2022-12-28,A,Ativo
4396,Heloisa Fonseca,7355401674,2024-02-08,A,Ativo
4397,Isabel Campos,2421712529,2022-06-20,B,Suspenso
4398,Lunna Cardoso,7546057485,2022-02-07,D,Suspenso
4399,Noah Vargas,5891670990,2024-04-28,B,Inativo
4400,Samuel Leão,5809266352,2022-07-05,A,Inativo
4401,Ester Peixoto,4153129502,2023-09-29,A,Suspenso
4402,Isaac Sales,3411642166,2023-02-28,B,Suspenso
4403,Bernardo Aragão,8959991647,2021-11-05,B,Suspenso
4404,João Gabriel Vieira,6365338538,2023-09-02,E,Ativo
4405,Raul Pacheco,8155270209,2022-01-11,E,Suspenso
4406,Manuela da Paz,3434183288,2021-07-13,A,Suspenso
4407,Clara das Neves,9293159738,2021-07-26,A,Ativo
4408,Helena Machado,5581684570,2023-02-02,B,Ativo
4409,Alice Cassiano,8157321739,2021-10-26,A,Inativo
4410,Cauã Ramos,8374564482,2022-08-09,D,Suspenso
4411,Hadassa Barbosa,5836682469,2023-01-30,A,Inativo
4412,Ravi Lucca Cardoso,5924879093,2024-03-31,B,Suspenso
4413,Sara Freitas,8549452154,2023-02-15,D,Ativo
4414,Eduardo Correia,8505674554,2023-02-21,D,Inativo
4415,Brayan Araújo,2879457365,2024-03-15,A,Ativo
4416,Ana da Rosa,7687501113,2024-01-01,E,Ativo
4417,Joana Leão,7051066056,2022-07-17,B,Ativo
4418,Sr. Lorenzo Pastor,9919282704,2023-09-16,E,Ativo
4419,Josué Cassiano,7913588218,2022-09-26,D,Inativo
4420,Luiz Henrique Monteiro,5807871760,2023-07-25,D,Inativo
4421,Isaac Oliveira,1007226333,2023-03-09,E,Suspenso
4422,Yuri Vasconcelos,0358047783,2021-06-21,A,Suspenso
4423,Dra. Sabrina Costela,3429671256,2023-09-23,E,Ativo
4424,Gabriela Carvalho,3403841125,2023-06-29,B,Inativo
4425,Camila Rios,5656226770,2023-10-14,D,Ativo
4426,Ravi Costela,8259080600,2022-09-22,A,Inativo
4427,Emanuella Mendonça,9870859932,2021-08-05,A,Suspenso
4428,Bruna Martins,5803767721,2021-09-15,D,Suspenso
4429,Heitor Rodrigues,8416434662,2024-02-11,A,Ativo
4430,Ravi Lopes,1327958004,2023-07-30,C,Suspenso
4431,Caleb da Cruz,1299517305,2023-08-30,B,Inativo
4432,Bruno Gomes,5771142560,2022-03-02,A,Inativo
4433,Enzo das Neves,8428394937,2022-10-06,C,Suspenso
4434,Dra. Heloísa Borges,7113559559,2022-05-25,A,Suspenso
4435,Stella Rezende,4905115507,2021-08-26,C,Ativo
4436,Sabrina Campos,3018940856,2023-01-07,D,Ativo
4437,Clarice Nunes,5578776326,2023-06-23,B,Ativo
4438,João Vitor Guerra,5282138959,2023-08-24,E,Inativo
4439,Dra. Eloah Cavalcante,5463502317,2024-05-10,D,Ativo
4440,Levi Silveira,5571544136,2023-12-24,E,Inativo
4441,Mariana da Cunha,8389887681,2021-09-30,C,Suspenso
4442,Hadassa Nogueira,9306809806,2023-01-16,D,Ativo
4443,Maria Luiza Camargo,0338511028,2022-03-14,B,Ativo
4444,Mathias Novais,9799017482,2022-11-17,A,Ativo
4445,Daniela Lopes,4888727683,2021-09-02,A,Ativo
4446,Bella Farias,6871547186,2022-06-24,B,Suspenso
4447,Isaac Barbosa,8441279687,2021-07-29,B,Inativo
4448,Pedro Cavalcante,3851735265,2021-06-24,A,Suspenso
4449,Isabella Borges,9473498201,2022-01-01,B,Suspenso
4450,Ágatha Silveira,3513205426,2021-08-14,E,Ativo
4451,Yuri Leão,7658790557,2022-03-02,A,Ativo
4452,Maria Alice Melo,1433814382,2022-12-25,D,Suspenso
4453,Samuel Sousa,4152653828,2022-12-27,C,Inativo
4454,Thomas Cardoso,4704507251,2024-04-02,B,Inativo
4455,Gabriela Pires,2015943990,2023-08-08,D,Ativo
4456,Aylla Macedo,0404695635,2022-07-31,E,Inativo
4457,Maria Liz Cassiano,3757088844,2021-08-15,D,Suspenso
4458,Isaac Porto,1998314918,2022-12-24,D,Ativo
4459,Pedro Henrique Caldeira,8223749228,2022-09-04,C,Inativo
4460,Ana Vitória da Costa,6393797345,2022-03-15,A,Ativo
4461,Mariah Correia,7749032391,2021-12-07,C,Inativo
4462,Maria Helena Fogaça,7171755753,2024-04-22,D,Suspenso
4463,Miguel Moura,3153531353,2024-03-31,C,Ativo
4464,Ana Júlia Novaes,9151593508,2024-03-03,B,Ativo
4465,Eduardo Macedo,4177661536,2022-01-27,E,Suspenso
4466,Ana Vitória Azevedo,3257919977,2022-01-13,C,Ativo
4467,Gael Henrique Lopes,3021452308,2023-05-10,E,Inativo
4468,Mathias Siqueira,0201745107,2024-04-10,B,Inativo
4469,Laís Carvalho,8704931948,2022-09-18,B,Ativo
4470,Eduardo Albuquerque,4555319341,2022-02-08,E,Inativo
4471,Leandro Caldeira,8377605135,2023-03-18,E,Ativo
4472,Sabrina Lopes,7271452951,2022-07-23,C,Inativo
4473,Noah da Rosa,0997507303,2023-03-25,B,Inativo
4474,Heloisa Rios,7605311139,2023-03-26,C,Ativo
4475,Otávio Aragão,8499294312,2021-12-24,A,Inativo
4476,Joana Gonçalves,7668133053,2021-12-07,A,Ativo
4477,Sr. Isaque Pimenta,2067183159,2021-09-27,E,Ativo
4478,Alexia da Rosa,2486470696,2023-01-21,C,Ativo
4479,Lucas Gabriel Farias,6899437243,2022-09-05,D,Suspenso
4480,Enzo da Cruz,3039681622,2023-09-16,B,Ativo
4481,Caio Novaes,9254851705,2021-10-18,D,Inativo
4482,Agatha Teixeira,2610015980,2024-04-20,B,Suspenso
4483,Sr. Marcelo Gonçalves,5666152917,2024-03-03,C,Suspenso
4484,Emanuelly Lima,5438964757,2024-05-07,A,Inativo
4485,Maria Cecília Camargo,3690009108,2021-08-02,C,Suspenso
4486,Anna Liz Jesus,2392923729,2022-08-08,D,Inativo
4487,João Miguel Marques,2950817917,2024-02-29,D,Inativo
4488,Luiz Henrique Correia,8333977100,2022-12-18,A,Ativo
4489,Lucas Mendonça,6557364990,2023-09-08,C,Ativo
4490,Apollo Cardoso,2902609107,2024-02-13,C,Inativo
4491,Heloísa Rocha,8141989393,2022-09-13,B,Ativo
4492,Mariah da Paz,0842901632,2023-03-22,E,Ativo
